A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
1156,0.2,-1.0,-0.8,1.0,-2.6,1.5,0.9,bad
1157,0.1,1.7,-0.8,0.2,-1.5,1.8,0.6,good
1158,0.0,-2.2,1.3,1.6,-2.8,-1.3,-1.2,bad
1159,0.5,-1.5,-0.2,1.3,-1.4,1.5,0.8,bad
1160,1.6,-1.0,0.5,1.7,-0.9,0.8,1.9,bad
1161,-0.9,0.2,0.8,-0.1,1.8,-2.5,2.5,bad
1162,2.8,-1.9,-1.2,1.9,1.1,-0.6,0.8,good
1163,-2.3,-4.0,0.3,-0.5,-0.5,2.7,-4.9,bad
1164,-2.3,-2.2,0.4,-0.1,-0.9,0.9,-3.1,bad
1165,-0.8,-0.5,1.1,-1.5,-1.5,3.5,2.1,good
1166,-1.3,-1.3,0.4,-0.2,-2.5,0.8,-1.1,bad
1167,-0.9,-2.3,2.1,0.9,0.5,2.1,1.6,good
1168,4.0,-0.0,-5.2,-0.8,1.6,-0.8,1.3,bad
1169,0.7,-0.2,-1.3,2.3,-1.0,-1.0,0.5,good
1170,-3.4,-1.3,-1.2,0.0,-0.3,3.9,-1.1,bad
1171,-2.2,1.5,1.8,3.1,-1.9,-4.3,1.7,good
1172,-2.5,-1.3,0.9,3.4,0.6,0.5,2.0,good
1173,0.8,-1.1,-4.1,-1.2,3.7,2.8,-1.9,bad
1174,-2.4,-1.2,-2.5,-0.8,-0.8,3.2,-2.8,bad
1175,0.1,-0.3,2.0,-0.4,4.1,-3.3,4.0,good
1176,-0.9,0.3,1.6,1.7,0.4,-0.4,1.6,bad
1177,-2.1,-1.7,2.8,-1.3,1.0,0.8,-4.1,good
1178,1.4,-2.7,0.7,2.2,1.0,2.9,0.4,good
1179,0.6,1.5,-2.0,1.9,-1.2,-1.3,1.0,bad
1180,0.6,-0.4,-1.0,0.6,0.9,1.8,0.3,bad
1181,0.9,-3.1,0.2,1.3,1.6,-2.0,1.1,good
1182,2.4,-2.6,1.0,1.9,-0.7,2.9,-1.1,good
1183,1.2,2.6,-1.9,4.3,-0.9,-1.8,0.6,good
1184,-2.3,1.9,-0.4,0.3,1.2,-0.8,-2.7,good
1185,-1.7,-1.2,-1.9,-1.1,1.8,5.2,-1.1,bad
1186,0.8,-0.2,0.9,-0.9,2.4,-1.9,2.8,good
1187,-0.9,-1.0,-0.4,2.9,-3.1,1.3,-0.6,bad
1188,3.5,-3.7,-3.2,2.5,0.1,1.5,-0.4,good
1189,1.1,-2.2,-1.3,1.9,-3.7,0.1,-1.2,bad
1190,3.3,-0.4,-5.2,-0.9,4.5,-0.3,1.5,bad
1191,-2.9,-2.0,-1.0,1.0,2.5,2.8,2.5,bad
1192,2.0,-1.2,-3.1,1.1,-0.1,0.8,-1.1,bad
1193,-1.0,-2.7,-0.9,-0.1,2.7,1.2,5.1,bad
1194,-2.3,-1.4,0.5,1.9,-0.6,0.2,3.7,bad
1195,-4.3,-0.5,3.1,2.5,-1.3,-0.8,5.5,bad
1196,-0.4,-1.3,-0.3,1.3,0.0,2.2,0.4,bad
1197,-1.1,1.1,0.2,-0.1,2.1,-1.2,-5.0,good
1198,1.9,1.7,0.2,1.2,-1.4,-1.2,0.8,good
1199,1.0,-0.4,-0.3,3.8,-0.7,-1.2,1.6,bad
1200,-3.5,-2.1,-1.2,0.3,-0.1,1.6,-4.4,bad
1201,2.6,-2.3,0.0,-1.6,5.3,-0.9,3.0,good
1202,-2.3,-0.4,1.4,-0.8,2.7,-1.8,3.9,bad
1203,-1.3,-3.5,1.2,1.8,-2.4,-0.5,-3.1,bad
1204,-1.4,-1.9,1.4,1.8,3.4,-0.1,-2.4,good
1205,-2.9,2.2,-2.6,-1.0,-0.0,3.3,1.3,bad
1206,1.7,0.3,-2.5,0.2,4.1,0.4,-1.1,bad
1207,1.1,1.7,-0.5,1.0,-1.8,-0.5,1.2,good
1208,2.8,-1.7,-0.1,2.6,-0.6,1.6,-0.7,good
1209,-1.9,-1.3,0.3,1.9,2.5,0.4,0.2,good
1210,-0.0,0.4,-1.5,1.8,1.6,2.3,1.9,bad
1211,-3.1,-1.1,2.6,-0.5,1.7,0.5,-1.4,good
1212,-2.0,-3.8,5.6,2.1,2.5,0.2,1.6,good
1213,-4.1,-0.6,2.9,1.2,0.5,-0.5,2.7,bad
1214,0.0,-1.6,0.3,-0.6,3.7,-1.8,3.4,bad
1215,-3.8,1.2,-2.4,1.2,-0.4,1.6,0.1,bad
1216,1.7,-1.9,-0.1,1.3,2.5,-1.3,3.6,good
1217,-2.1,-0.5,-1.2,-1.7,1.3,2.7,-2.5,bad
1218,3.0,-4.6,-2.8,1.5,3.8,0.1,0.7,good
1219,-0.9,-1.1,1.6,-0.0,0.9,1.6,-0.2,good
1220,-1.7,-2.9,-0.8,-0.4,0.6,-1.2,0.6,good
1221,-1.4,-0.5,3.3,0.1,2.5,-0.5,-0.0,bad
1222,0.2,-4.0,3.0,0.1,0.1,3.0,0.7,good
1223,1.3,-0.7,1.4,-0.5,4.5,-2.4,3.6,good
1224,0.1,-2.8,-3.2,1.2,-0.4,0.3,-2.6,good
1225,-0.7,-0.9,1.4,1.7,0.3,1.9,1.4,good
1226,1.9,-0.4,-2.0,2.9,-2.0,-0.0,1.5,bad
1227,-0.9,-1.0,-0.3,0.5,3.9,-0.3,1.9,bad
1228,1.1,-2.3,-2.1,3.1,0.2,-0.9,0.4,good
1229,0.7,0.6,-0.4,1.9,-0.6,-1.1,-0.5,bad
1230,-0.0,-1.5,-1.0,2.1,-0.6,-1.3,-2.7,bad
1231,-1.7,-3.0,0.1,-0.8,-0.8,1.9,-4.4,bad
1232,-3.1,-2.0,-0.5,1.0,2.2,1.3,6.2,bad
1233,-1.2,-1.4,-1.3,1.7,-2.2,-0.1,-1.8,bad
1234,-0.8,-0.0,0.8,1.8,-0.8,-0.9,0.4,bad
1235,0.6,-0.2,-4.0,2.9,-1.2,1.7,0.8,bad
1236,0.6,-1.3,-2.4,1.8,-2.5,0.6,-1.1,bad
1237,1.0,-3.6,-0.7,0.3,0.5,-0.6,-1.0,good
1238,-2.6,-1.7,-4.2,1.1,-1.3,2.3,-4.4,bad
1239,0.6,-1.7,-1.2,2.2,-3.1,0.7,0.3,bad
1240,0.0,-1.5,-0.7,0.6,2.3,0.4,0.7,good
1241,0.7,-0.6,-1.7,3.1,0.3,-1.6,-0.0,good
1242,-1.7,-2.0,1.5,-1.0,-1.8,0.3,-2.8,bad
1243,-0.3,-2.3,1.1,1.2,-2.9,-1.3,-0.0,good
1244,-2.1,-4.3,3.2,1.3,1.4,1.4,-0.4,good
1245,0.5,-3.7,3.3,3.4,-4.0,-2.9,-1.0,bad
1246,1.9,-1.7,-0.2,1.0,5.2,-2.4,2.8,good
1247,-0.4,-0.9,-0.5,0.5,1.8,-0.2,0.6,bad
1248,0.0,-3.9,4.2,-0.4,0.0,2.6,-1.3,good
1249,-2.3,-0.7,0.8,-0.0,2.2,-2.0,5.4,bad
1250,0.8,0.9,0.5,1.2,0.8,-2.1,2.7,good
1251,-1.0,-2.0,-0.2,1.6,-0.7,1.4,0.1,bad
1252,-1.7,-1.0,-0.4,1.0,1.4,0.7,1.9,bad
1253,2.0,-1.4,-3.8,1.9,0.9,0.5,-0.5,good
1254,-1.9,-1.5,2.2,2.3,2.1,-0.1,0.5,good
1255,-1.1,-0.9,-2.3,1.0,0.8,2.1,-1.4,bad
1256,1.7,-1.7,-2.6,2.8,-1.2,1.7,-0.5,bad
1257,2.2,-1.3,-1.4,2.6,-4.2,-2.8,-1.2,bad
1258,-0.1,1.3,-0.9,2.0,-0.8,0.7,-4.5,bad
1259,1.4,0.4,-1.5,0.0,-1.5,2.7,-3.5,good
1260,-0.4,2.5,-3.5,0.3,0.2,1.8,-1.0,good
1261,1.3,0.2,-2.6,2.0,0.8,-0.6,0.6,good
1262,1.9,-0.5,-0.4,-2.1,4.7,-0.8,2.4,good
1263,0.9,-2.1,-3.9,0.1,1.4,2.4,-0.3,bad
1264,-3.0,0.3,2.9,1.4,2.7,-1.4,-1.7,good
1265,2.2,-3.3,1.6,1.5,3.9,-3.0,2.7,good
1266,-2.0,-1.4,-2.3,1.3,0.1,3.9,0.0,bad
1267,-0.8,-1.5,-0.3,1.6,-0.3,-0.1,2.0,bad
1268,-0.7,-1.9,-0.9,1.2,2.2,-2.4,-0.8,good
1269,-1.9,0.6,-3.9,0.2,-1.3,3.2,-0.2,bad
1270,-0.9,-1.3,2.4,0.1,0.8,-0.1,-0.9,bad
1271,-3.8,0.5,-0.4,-0.6,0.1,0.7,-1.6,bad
1272,-2.2,0.5,1.2,3.8,-0.0,-4.9,2.2,good
1273,-0.5,-1.2,-1.9,0.5,2.3,-0.1,2.9,bad
1274,-2.4,0.4,-1.3,0.7,3.5,2.9,0.2,bad
1275,-2.5,-1.0,-1.4,-0.2,0.1,2.9,-1.8,bad
1276,-1.2,-0.6,0.0,2.2,2.8,0.3,2.7,bad
1277,0.7,-4.7,3.8,2.7,1.2,2.4,2.0,good
1278,-0.2,0.8,-1.6,-0.5,-0.7,0.4,1.6,good
1279,2.1,-4.8,2.8,1.0,-0.3,3.1,-1.5,good
1280,-0.7,-1.1,-1.4,0.4,2.0,0.4,3.4,bad
1281,-0.8,-2.6,-2.2,0.4,-1.5,1.1,-4.6,bad
1282,0.3,0.9,-1.6,1.3,-1.5,-0.4,0.0,good
1283,2.6,-4.5,0.9,5.6,2.4,2.4,2.0,good
1284,3.1,-0.2,-4.6,-0.5,1.6,0.7,-2.0,bad
1285,-1.2,-1.1,-2.6,-0.6,-1.2,0.9,-3.8,good
1286,0.0,-2.9,-3.5,1.2,3.4,4.5,0.4,bad
1287,-3.4,-0.5,1.3,1.5,2.0,0.4,2.3,bad
1288,3.3,-4.4,-3.5,1.2,-0.7,2.0,-2.5,good
1289,-0.0,-0.2,-1.4,0.2,-0.5,1.3,-0.4,bad
1290,-1.2,-3.8,1.4,1.0,-0.9,2.2,-1.7,bad
1291,0.7,-3.6,2.8,1.8,1.2,1.9,0.3,good
1292,-0.0,-0.2,-1.9,0.5,0.1,0.1,-0.4,bad
1293,-2.0,-1.1,-0.9,-0.5,1.8,1.7,0.3,bad
1294,-1.7,-1.8,-1.3,0.1,0.6,2.3,-2.9,bad
1295,-3.6,-1.6,3.3,-0.0,0.7,-0.2,-2.2,good
1296,-0.8,-0.3,-1.2,2.9,1.1,0.6,0.1,good
1297,0.5,-3.8,2.5,2.4,0.5,2.5,1.8,good
1298,-2.0,0.3,1.1,1.2,2.8,-1.2,-3.4,good
1299,-1.9,-2.6,-3.7,1.0,-0.7,3.0,-4.2,bad
1300,-1.2,-1.4,2.0,0.3,0.6,1.5,-2.5,good
1301,4.1,-1.7,-0.6,3.8,-3.7,-3.9,-0.3,bad
1302,-2.1,0.9,-4.2,0.7,-0.2,3.1,-0.1,bad
1303,-0.8,-1.1,-2.2,0.9,1.2,1.8,0.3,bad
1304,0.2,-1.9,-0.2,2.8,1.5,-2.8,0.5,good
1305,-4.8,0.9,4.0,3.2,-1.4,-1.9,2.8,bad
1306,-3.2,-1.0,0.8,1.3,-1.1,0.7,1.8,bad
1307,-2.4,0.8,0.7,-0.2,0.9,-0.6,-1.8,good
1308,-1.9,-2.6,0.9,-0.2,-3.8,1.6,-1.7,bad
1309,-2.0,-0.2,1.4,0.5,1.0,0.3,0.0,good
1310,-0.0,-2.2,-0.6,0.8,-1.7,0.7,-2.2,bad
1311,-3.5,1.1,0.6,-0.5,3.3,-0.6,-1.6,good
1312,1.5,-1.2,-3.0,2.1,-2.6,0.9,-1.1,good
1313,-2.2,-3.1,-0.1,1.8,-1.6,1.5,-2.6,bad
1314,-5.0,-2.0,3.2,2.8,0.8,0.0,3.6,bad
1315,-1.2,-1.1,0.6,1.2,0.7,1.2,-1.1,good
1316,1.1,-4.6,3.4,3.3,0.2,2.9,4.3,good
1317,3.0,-4.8,1.7,2.5,-1.2,4.2,2.0,bad
1318,-2.9,-1.0,-1.7,1.3,-0.4,5.1,-1.0,bad
1319,0.3,-1.8,-3.6,0.6,0.6,2.9,-1.5,bad
1320,-0.6,-0.6,-0.7,0.2,2.9,-0.9,2.5,bad
1321,-1.1,-2.9,0.1,1.5,-1.7,1.5,-1.9,bad
1322,-0.8,-0.5,0.5,1.9,1.2,-0.0,0.9,bad
1323,-0.2,-1.6,-1.1,1.0,1.6,-1.7,1.0,good
1324,0.6,0.9,-1.3,0.4,0.4,-0.2,0.2,bad
1325,-0.1,1.4,-1.1,-0.6,1.0,0.9,-3.8,good
1326,1.9,0.5,-3.7,2.3,-0.2,0.9,-0.8,bad
1327,2.5,-2.4,-0.2,0.7,-1.2,4.3,0.6,good
1328,1.1,-0.6,-5.6,3.2,-0.7,2.3,-0.2,bad
1329,-0.1,-1.3,-1.6,4.6,-2.9,-1.3,0.1,bad
1330,0.6,-0.8,-2.5,1.6,-1.6,0.4,-0.9,bad
1331,0.4,-2.3,-2.3,3.6,-3.3,0.2,-1.1,bad
1332,0.5,0.5,-4.4,0.2,0.3,3.0,-0.2,bad
1333,-2.4,-1.3,-1.0,1.4,-3.1,0.8,-1.4,bad
1334,-0.2,0.1,-1.1,-0.3,2.5,-1.4,1.4,bad
1335,2.5,-3.9,-2.4,2.6,0.2,0.5,0.9,good
1336,-0.8,1.7,0.2,2.0,0.8,0.3,1.1,good
1337,1.0,-1.1,1.0,-0.1,-2.5,3.8,-0.5,good
1338,-2.4,-2.4,-1.6,1.9,1.8,1.5,-3.9,bad
1339,0.6,-3.4,-0.6,1.0,1.8,-1.6,-0.1,good
1340,0.9,-1.6,0.2,1.1,-0.8,3.3,-0.4,good
1341,2.2,-3.8,0.0,0.0,4.9,-0.7,4.7,good
1342,-0.3,-0.0,-2.4,-1.5,1.5,3.6,-0.8,bad
1343,-1.6,0.4,0.2,-1.6,-0.2,2.1,-2.1,good
1344,-1.3,-1.7,-0.2,1.3,-2.3,-1.7,-3.3,bad
1345,-1.4,-1.7,2.4,0.9,1.6,0.2,-0.6,good
1346,1.8,-1.4,0.4,0.7,-2.3,3.6,0.9,good
1347,0.6,-0.2,0.3,1.8,0.0,-1.2,0.7,bad
1348,1.2,-1.1,-3.0,0.7,0.8,2.2,-1.5,bad
1349,1.1,0.7,-1.4,0.8,1.9,-1.2,1.4,good
1350,-3.3,-0.7,1.3,1.5,-0.8,1.1,1.8,bad
1351,2.0,-1.5,-2.6,1.2,-2.0,1.0,-0.6,bad
1352,-2.8,-1.3,-1.2,1.3,-2.6,1.3,-1.4,bad
1353,-2.3,-0.1,0.2,0.2,1.5,0.8,-2.5,good
1354,3.8,-4.4,-3.0,1.2,-0.4,2.1,-0.5,good
1355,-0.9,-2.3,-0.5,1.6,0.3,1.7,-1.6,bad
1356,3.0,0.4,-2.6,-0.6,-0.2,2.0,1.5,good
1357,-2.5,-1.2,-0.9,0.0,1.2,2.3,0.6,bad
1358,-1.0,2.9,-3.6,0.2,1.8,-0.5,-3.5,good
1359,-2.3,-0.3,0.2,1.5,0.3,1.2,1.1,good
1360,-4.8,-1.0,-0.5,2.0,-1.2,3.7,0.8,bad
1361,1.7,-0.9,-3.9,0.9,-1.9,0.7,-0.9,bad
1362,1.9,-3.7,-0.9,0.1,3.3,-0.5,1.6,good
1363,1.9,-0.8,0.7,2.2,-0.0,-1.3,0.8,bad
1364,-0.6,0.3,-0.5,0.0,-2.7,1.0,1.2,bad
1365,-2.0,1.7,-3.3,-0.7,-0.6,3.6,1.4,bad
1366,-3.6,-1.9,1.3,0.9,2.2,0.3,5.0,bad
1367,0.9,0.2,-1.1,1.3,-0.5,1.4,-0.4,good
1368,-1.6,-1.4,3.1,-1.7,-0.0,1.0,-2.3,good
1369,1.9,-4.0,-4.0,2.1,1.3,1.0,-0.2,good
1370,0.4,-3.6,2.7,-0.6,0.1,2.7,-1.5,good
1371,-1.3,-0.1,-1.4,3.0,-0.6,1.2,1.8,bad
1372,-0.9,-1.2,-0.8,0.4,0.9,3.1,-0.2,bad
1373,1.9,-2.8,-0.3,1.5,0.2,-0.2,2.9,good
1374,-3.6,-3.0,-1.6,0.0,4.4,5.5,1.3,bad
1375,-1.7,0.6,-1.1,0.1,1.9,1.4,-0.6,bad
1376,1.4,-2.5,0.5,-0.9,3.0,-1.1,2.6,good
1377,-0.9,-0.1,-0.1,1.6,-0.5,-2.1,1.1,good
1378,-0.3,1.8,1.9,0.5,2.5,-3.8,4.0,good
1379,-2.0,-0.2,0.0,0.1,0.8,-0.5,2.2,bad
1380,-2.0,0.4,-1.5,-0.8,1.7,3.1,-0.5,bad
1381,6.4,-2.8,-4.2,0.4,1.0,4.0,1.7,good
1382,-0.6,1.8,-0.2,4.3,0.1,-3.7,2.2,good
1383,0.5,-1.8,2.6,2.5,-4.2,-3.2,-0.1,bad
1384,-0.4,-0.2,0.6,0.6,-0.9,1.6,-0.7,good
1385,1.1,1.1,-0.4,-0.8,1.5,-0.7,3.6,good
1386,0.5,-6.0,3.6,4.0,2.4,3.0,2.3,good
1387,-1.6,-3.3,3.6,1.0,0.2,1.3,0.6,good
1388,-2.3,-1.4,-0.2,0.6,-0.0,0.6,-2.6,bad
1389,-3.6,-0.8,1.6,-1.2,1.4,0.4,-3.5,good
1390,-3.8,-0.5,1.7,-1.7,1.3,3.3,-0.3,bad
1391,0.6,-0.1,-3.8,-1.0,2.2,0.9,-0.0,bad
1392,0.6,-0.3,-1.1,0.4,-0.7,1.3,0.5,bad
1393,1.1,-0.6,-0.9,0.5,-0.4,-0.3,0.8,good
1394,-2.6,2.2,0.7,-1.5,-1.5,0.3,-0.1,good
1395,0.6,-2.9,-0.7,3.3,-3.8,-1.6,-2.1,bad
1396,-0.2,-3.9,-0.8,-1.4,1.8,-0.3,0.7,good
1397,1.4,-2.3,-0.5,0.5,2.2,-0.9,1.8,good
1398,0.9,-2.0,0.1,0.9,0.5,1.8,-2.3,good
1399,3.0,-1.3,1.1,3.6,-1.7,-3.9,0.1,bad
1400,1.1,0.2,-2.7,1.2,1.5,0.0,-0.2,bad
1401,-5.6,0.6,1.8,2.1,1.8,3.1,1.4,bad
1402,0.0,-0.9,0.3,-1.1,-2.3,3.3,-0.4,good
1403,-0.2,3.4,-1.2,1.1,3.2,-2.8,2.0,good
1404,2.8,-1.5,-2.8,0.3,1.6,0.2,-0.4,bad
1405,-0.3,-0.2,-2.0,1.0,-1.8,0.0,0.1,good
1406,0.2,-4.1,-0.2,0.8,1.9,-1.2,2.7,good
1407,-1.3,-1.1,-0.3,1.0,-0.2,0.8,-1.0,bad
1408,-1.4,1.1,-2.2,-0.4,2.1,2.2,-0.3,bad
1409,-2.3,-1.5,-2.0,0.1,-0.6,3.6,-1.5,bad
1410,-5.2,1.6,0.7,-1.7,1.0,0.4,-2.2,good
1411,-5.5,-1.0,4.6,1.4,0.9,-2.4,5.7,bad
1412,-0.7,2.5,-0.3,1.9,2.8,-3.9,1.3,good
1413,-1.3,1.1,-1.7,0.9,1.4,0.2,-2.6,good
1414,-2.3,-1.7,2.1,-0.1,-0.2,1.9,-0.3,good
1415,0.4,0.8,-1.4,2.3,-1.9,0.4,-3.1,bad
1416,-4.0,-1.6,0.3,-0.4,1.9,2.6,-3.1,bad
1417,0.6,-0.2,-3.7,2.4,-0.9,1.3,0.1,bad
1418,-0.6,-1.2,0.8,2.2,0.5,2.3,3.1,good
1419,0.2,-0.6,-2.5,2.5,0.1,2.4,0.1,bad
1420,-1.3,-5.0,0.3,3.4,0.0,-3.1,-0.2,good
1421,0.3,1.4,-4.1,1.9,-2.0,0.3,-3.6,good
1422,-1.1,-0.7,2.8,0.5,-1.0,-4.0,4.3,bad
1423,1.6,-2.9,-2.5,0.5,-2.2,1.5,-3.3,bad
1424,-1.5,-2.0,-0.6,2.0,1.3,4.3,-1.1,bad
1425,1.4,0.9,0.2,-0.3,1.9,-1.5,1.0,good
1426,-1.7,-0.0,0.6,1.5,2.4,-0.6,-3.5,good
1427,-2.5,0.3,2.1,1.7,2.0,-1.7,3.5,bad
1428,0.7,0.4,-1.2,2.2,-0.4,0.4,1.8,bad
1429,-0.3,-2.1,0.4,0.4,-1.6,-0.6,-2.6,bad
1430,-1.6,-0.7,-1.5,1.6,-2.1,-0.3,-1.7,bad
1431,-0.8,1.6,-0.8,0.2,0.5,0.4,0.6,good
1432,0.5,-0.0,-1.1,1.6,-1.0,-0.7,1.3,good
1433,-2.7,-3.8,0.0,-0.7,-0.3,3.1,-4.5,bad
1434,-0.5,-1.7,-3.6,-0.2,0.3,4.2,-2.4,bad
1435,1.8,0.2,-2.4,-0.2,2.0,-2.8,0.8,bad
1436,-0.4,-2.1,-1.5,0.6,2.5,2.5,-1.0,bad
1437,-1.6,-0.5,1.5,-1.1,-0.4,1.5,-1.2,good
1438,2.7,-2.2,-1.3,0.6,1.7,0.0,1.1,good
1439,0.0,0.3,0.2,-0.1,-0.2,1.2,1.6,bad
1440,-2.1,-1.7,-1.0,2.0,-0.5,1.3,-1.6,bad
1441,-1.2,-2.3,0.4,2.8,-1.4,1.3,1.1,bad
1442,1.2,-3.5,-1.5,1.9,4.5,-2.1,1.8,good
1443,-1.0,-2.3,-3.3,0.5,3.1,3.7,-0.2,bad
1444,-1.3,-0.6,-1.7,1.3,-1.3,1.5,-0.5,bad
1445,1.7,-2.8,1.3,2.5,-2.9,-1.3,-0.5,bad
1446,1.1,4.2,-1.7,0.5,-4.0,0.9,0.5,good
1447,-2.1,0.8,1.4,0.6,1.8,-1.2,-4.8,good
1448,-0.2,0.9,-0.1,1.1,-0.7,-0.7,1.2,bad
1449,-1.0,-1.2,-0.7,2.2,1.0,1.3,-0.6,good
1450,1.7,-1.5,1.5,2.8,-2.1,-2.2,0.5,bad
1451,2.2,1.4,-2.0,0.5,2.9,-0.5,1.8,good
1452,2.7,-2.7,-1.6,1.3,1.5,-0.1,0.4,good
1453,-2.9,-1.4,-1.0,2.1,-0.8,4.7,-3.2,bad
1454,0.6,-0.3,-1.4,1.6,0.8,1.4,-1.7,good
1455,-3.7,-1.7,-3.3,1.0,0.1,3.8,-3.1,bad
1456,0.7,-0.6,-0.3,-1.3,2.2,-0.6,2.3,good
1457,0.5,-0.2,-0.5,1.4,-1.2,-0.8,0.0,bad
1458,1.9,-5.0,4.7,1.0,-0.5,3.8,0.3,good
1459,1.7,-2.1,-2.2,2.0,1.5,-0.2,2.3,good
1460,2.2,-1.1,-5.5,2.0,-2.6,2.7,-0.2,bad
1461,0.1,-3.0,-1.0,2.0,0.4,-1.0,3.0,good
1462,0.5,-0.0,1.3,0.6,-0.3,1.3,-2.2,good
1463,1.0,-3.7,-4.5,5.7,1.7,-1.0,-0.6,good
1464,-0.6,1.1,0.8,-0.2,-0.3,0.4,-4.3,good
1465,-4.3,-2.4,1.8,1.4,1.2,1.5,4.7,bad
1466,3.3,-0.9,0.0,3.2,1.1,-1.3,4.4,good
1467,-0.5,0.9,-0.1,4.4,0.5,-4.0,1.6,good
1468,1.7,-3.1,1.7,2.0,1.2,1.4,-2.9,good
1469,-1.0,-4.2,-0.4,0.9,3.5,2.7,2.0,bad
1470,3.6,-1.5,-1.7,-0.6,4.6,0.5,3.5,good
1471,3.1,-0.3,0.5,2.4,-3.1,-3.0,1.6,bad
1472,1.1,-2.6,2.4,0.1,-1.5,3.1,-0.9,good
1473,-3.3,1.0,0.6,1.1,1.9,-1.2,-1.1,good
1474,0.4,-1.4,-3.0,2.5,1.7,3.0,-0.4,bad
1475,-1.4,-0.3,-0.8,1.7,-1.7,0.4,2.3,bad
1476,1.8,-0.5,-3.7,2.6,-2.5,0.8,-2.5,good
1477,2.1,-3.2,-1.1,-0.0,2.0,-0.1,1.4,good
1478,2.5,0.7,0.7,1.0,4.0,-2.3,4.3,good
1479,-1.4,-0.3,0.8,1.8,1.3,0.4,-0.2,good
1480,-0.9,0.9,0.2,-6.1,2.9,0.1,1.3,good
1481,-1.4,2.4,-1.3,0.6,0.4,-2.2,0.3,good
1482,0.0,1.7,0.4,1.0,1.5,-0.3,2.5,bad
1483,-1.6,-2.1,1.4,0.7,1.1,0.1,-2.9,bad
1484,-0.2,-1.0,-2.9,0.5,3.8,2.3,2.0,bad
1485,0.3,-1.9,3.7,-2.9,2.2,-2.3,2.6,good
1486,2.7,0.0,-1.5,1.9,-0.2,-0.3,1.1,bad
1487,-2.6,-1.1,0.5,1.6,-0.8,1.6,0.7,bad
1488,-2.7,-0.8,2.3,-0.8,0.9,0.6,0.2,good
1489,-1.8,-2.9,-2.3,2.2,-0.7,3.7,-1.6,bad
1490,-0.6,-0.2,-1.7,1.8,0.7,-0.5,-1.7,bad
1491,-1.7,1.9,-1.7,4.2,-3.2,-2.4,-0.9,good
1492,0.9,-2.2,-0.2,3.1,-0.8,-1.7,1.0,good
1493,-4.2,-2.1,-0.5,-0.1,-1.5,2.9,-2.7,bad
1494,1.7,0.4,-0.8,-0.9,1.2,-0.1,2.5,good
1495,-0.8,-1.0,0.3,2.5,1.5,-3.4,1.6,good
1496,1.0,-1.1,-3.3,1.9,-1.2,2.2,-0.1,bad
1497,3.2,1.0,-1.8,0.1,-0.3,-2.1,-1.4,bad
1498,1.5,1.3,-1.8,1.0,-0.2,1.6,-0.1,good
1499,-1.3,-0.9,0.8,1.0,-1.7,0.1,-0.2,bad
1500,-1.4,-0.7,-3.5,1.0,-0.7,2.4,-1.6,bad
1501,0.7,-0.1,-1.3,3.2,-1.2,-1.3,1.0,good
1502,0.8,-2.6,-2.3,2.3,2.4,-1.0,1.9,good
1503,0.3,-2.1,-0.3,1.5,2.2,-2.5,-0.3,good
1504,-5.5,-0.9,3.2,0.7,3.6,0.7,3.1,bad
1505,1.6,-0.2,-1.5,1.1,1.3,0.0,0.5,bad
1506,0.4,-0.9,0.5,2.7,0.5,-3.3,-0.5,good
1507,0.4,-3.7,-1.2,1.6,0.9,-0.8,0.6,good
1508,-4.6,-0.7,2.5,1.6,-0.9,-0.2,2.3,bad
1509,3.1,-1.0,-2.1,3.2,-2.2,0.2,1.5,bad
1510,1.2,-3.8,-1.3,0.8,3.4,-0.9,2.2,good
1511,0.3,0.1,-2.6,6.7,-5.3,-1.0,-0.9,good
1512,0.3,-1.7,-2.5,-0.6,3.0,-1.3,5.3,bad
1513,-1.3,-1.6,0.8,1.5,-2.4,1.4,0.8,bad
1514,0.2,1.5,-1.7,4.0,-1.5,-1.4,2.0,good
1515,-3.1,1.3,-1.1,-0.1,-1.5,1.9,1.2,bad
1516,-6.7,3.6,0.2,0.1,2.6,-2.3,-2.0,good
1517,-0.6,-0.8,-0.3,1.8,0.2,-1.0,2.9,bad
1518,-0.9,-0.9,-1.3,0.6,4.6,0.5,2.6,bad
1519,0.1,-1.4,1.3,3.1,-0.3,1.1,1.0,good
1520,-1.8,-0.8,-3.7,0.0,0.7,4.1,-1.9,bad
1521,-1.3,-3.0,-0.5,-0.5,2.5,-0.4,4.3,bad
1522,1.3,-1.5,-2.7,0.8,3.2,-0.2,1.8,good
1523,1.7,-6.6,3.6,1.4,1.6,3.3,-1.7,good
1524,-1.7,-1.0,-1.7,0.8,0.6,1.5,-2.1,bad
1525,3.9,2.8,-2.6,4.0,-1.9,0.4,1.3,good
1526,2.2,-0.2,-2.4,2.9,-2.3,-1.5,-0.0,bad
1527,-3.3,-1.0,0.8,2.2,0.5,1.7,3.0,bad
1528,-0.8,-0.9,-0.6,1.7,-2.6,-0.2,-0.3,bad
1529,0.1,-1.6,1.3,1.8,-2.7,-1.9,-0.8,bad
1530,-0.3,-2.4,-0.6,2.4,1.5,-2.8,-1.4,good
1531,0.4,-1.4,-0.7,-1.4,2.0,-0.6,0.3,good
1532,2.2,-1.7,-2.1,-0.2,2.0,-2.3,4.0,bad
